food-101/images/baby_back_ribs/1005293.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1007102.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1007272.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1008749.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1009028.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1031072.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1031112.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1034506.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1062026.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1062097.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1070017.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1073370.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1078506.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1078518.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1079522.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1081312.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/108211.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1083903.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1084769.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1085337.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/109256.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1099273.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1106965.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/112032.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1128175.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1128504.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1131511.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1131795.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1140712.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1148389.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1153312.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1153453.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1157308.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1169971.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1174148.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1181199.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1181776.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1185974.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1189974.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/119255.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1192660.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/119355.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1193861.jpg,Baby back ribs,0
food-101/images/baby_back_ribs/1199055.jpg,Baby back ribs,0
